,entity,label,count
2566,"('Moskva', 'Rahvusvaheliste', 'Suhete', 'Instituudi')",ORG,1
2567,"('Chittagongis',)",LOC,1
2568,"('Konstantin', 'Provalov', 'Venemaa', 'välisministeeriumi')",ORG,1
2569,"('Tallinna', 'kesklinnavalitsus')",ORG,1
2570,"('AS-iga', 'Rukon')",ORG,1
2571,"('Tammelauri',)",PER,2
2572,"('Võrumaal',)",LOC,4
2573,"('Järvseljal',)",LOC,2
2574,"('Hendrik', 'Relve')",PER,2
2575,"('Relve',)",PER,3
2576,"('Eestimaalt',)",LOC,1
2577,"('Sarnito', 'külas')",LOC,1
2578,"('Ilvese',)",PER,1
2579,"('Ahvenamaa',)",LOC,4
2580,"('Toomas', 'Lumani')",PER,1
2581,"('EL-iga',)",ORG,4
2582,"('Helsingi-Stockholmi',)",LOC,1
2583,"('Tallinna-Helsingi',)",LOC,2
2584,"('Hundi',)",PER,1
2585,"('Saar', 'Polli')",ORG,1
2586,"('Galsgow', 'ülikooli')",ORG,1
2587,"('Richard', 'Rose')",PER,1
2588,"('Kai', 'Kalamees')",PER,1
2589,"('Emori',)",ORG,1
2590,"('KAUPA',)",PER,1
2591,"('Emori',)",PER,1
2592,"('Ülle', 'Pärnoja')",PER,1
2593,"('Pärnoja',)",PER,3
2594,"('Kaupo', 'Kalda')",PER,1
2595,"('A4',)",ORG,1
2596,"('Indrek', 'Saul')",PER,1
2597,"('Sauli',)",PER,1
2598,"('Saul',)",PER,3
2599,"('Interneti',)",ORG,1
2600,"('Eesti-Vene',)",LOC,2
2601,"('Igor', 'Ivanovilt')",PER,1
2602,"('Keskerakonda',)",ORG,1
2603,"('Epl', 'Online')",ORG,2
2604,"('SL', 'Bussiliinide')",ORG,5
2605,"('Tallinna', 'linnaga')",LOC,1
2606,"('Väike-Õismäe',)",LOC,1
2607,"('Savonlinja',)",PER,1
2608,"('Connexi',)",LOC,1
2609,"('MRP',)",ORG,1
2610,"('Väike', 'Õismäe')",ORG,1
2611,"('Väike-Õismäel',)",LOC,1
2612,"('Tallinna', 'Autobussikoondisele')",ORG,1
2613,"('Sakari', 'Nupponen')",PER,1
2614,"('Silver', 'Lindet')",PER,1
2615,"('Lõuna-Eestist',)",LOC,1
2616,"('Lindet',)",PER,2
2617,"('Aivar', 'Laansoo')",PER,1
2618,"('Tuuli', 'Koch')",PER,1
2619,"('Milvi', 'Sepp')",PER,2
2620,"('Kreutzwaldi',)",ORG,1
2621,"('Eesti', 'Energiaga')",ORG,1
2622,"('EE',)",ORG,2
2623,"('Sepp',)",PER,2
2624,"('Tallinnas', 'Asula')",LOC,1
2625,"('Kristina', 'Shanini')",PER,1
2626,"('Shanin',)",PER,2
2627,"('EE', 'Teeninduse', 'AS-i')",ORG,1
2628,"('Jaanus', 'Arukaevu')",PER,1
2629,"('Eesti', 'Energial')",ORG,1
2630,"('Arukaevu',)",PER,3
2631,"('Shanini',)",PER,1
2632,"('Riina', 'Lõhmuse')",PER,1
2633,"('Turismiameti',)",ORG,1
2634,"('Ettevõtluse', 'Arendamise', 'Sihtasutuse')",ORG,1
2635,"('JAGAMINE', 'OLULINE')",PER,1
2636,"('Soome', 'Turismiarenduskeskuse')",ORG,1
2637,"('Mall', 'Oja')",PER,1
2638,"('Soomel',)",LOC,1
2639,"('Skandinaavias',)",LOC,1
2640,"('Venemaal',)",LOC,4
2641,"('Oja',)",PER,1
2642,"('Münsteris',)",LOC,1
2643,"('Baltic', 'Tours')",ORG,1
2644,"('Kristiina', 'Raid')",PER,1
2645,"('Raid',)",PER,1
2646,"('Eckerö', 'Line')",ORG,1
2647,"('Marika', 'Murumaa')",PER,1
2648,"('Murumaa',)",PER,1
2649,"('EESTIS',)",LOC,1
2650,"('Estravel',)",ORG,1
2651,"('Aivo', 'Takise')",PER,1
2652,"('Takise',)",PER,1
2653,"('Takis',)",PER,1
2654,"('Yrjö', 'Vanhaneni')",PER,1
2655,"('Vanhanen',)",PER,1
2656,"('ESS-i',)",ORG,1
2657,"('ESS-i',)",LOC,1
2658,"('VALMPS',)",PER,1
2659,"('ESS', 'Eesti')",ORG,1
2660,"('Leemetsa',)",PER,2
2661,"('Leemets',)",PER,1
2662,"('Raul', 'Adlase')",PER,1
2663,"('Adlas',)",PER,1
2664,"('Adlase',)",PER,1
2665,"('Loksa',)",LOC,1
2666,"('Maardu',)",LOC,1
2667,"('Oliver', 'Rand')",PER,1
2668,"('OÜ', 'Küprian')",ORG,1
2669,"('Küpriani',)",LOC,1
2670,"('Küprianis',)",LOC,1
2671,"('Niinepuu', 'Küpriani')",PER,1
2672,"('Küprian',)",ORG,1
2673,"('Kristel', 'Siitam')",PER,1
2674,"('Hain', 'Karu')",PER,1
2675,"('Kaarli',)",LOC,2
2676,"('Karu',)",PER,3
2677,"('Harjuoru',)",LOC,1
2678,"('Jaani',)",PER,1
2679,"('Tõnismäe',)",PER,1
2680,"('Heiki', 'Suurkask')",PER,2
2681,"('Gregg', 'Bemisega')",PER,1
2682,"('Jutta', 'Rabe')",PER,1
2683,"('Rabe',)",PER,5
2684,"('Henning', 'Wittelt')",PER,1
2685,"('Dagens', 'Nyheter')",ORG,1
2686,"('DN',)",ORG,3
2687,"('John', 'F. Kennedy')",PER,1
2688,"('Julie',)",PER,1
2689,"('Henrik',)",PER,1
2690,"('Henriku',)",PER,1
2691,"('Maxi',)",PER,1
2692,"('Rabet',)",PER,1
2693,"('Rabel',)",PER,1
2694,"('Eesti', 'Kirikute', 'Nõukogu')",ORG,2
2695,"('EKN',)",ORG,2
2696,"('EKN-i',)",ORG,1
2697,"('Einar', 'Soone')",PER,2
2698,"('Kärt', 'Karpa')",PER,1
2699,"('Lenini',)",ORG,1
2700,"('Ida-Berliini',)",LOC,1
2701,"('Kreitzbergi',)",PER,1
2702,"('MINISTRITEL',)",PER,1
2703,"('ORDENITE',)",PER,1
2704,"('Toomas', 'Hendrik', 'Ilvesel')",PER,1
2705,"('Aino', 'Lepik')",PER,1
2706,"('Roman', 'Tavast')",PER,1
2707,"('OÜ',)",ORG,1
2708,"('Raul-Roman', 'Tavast')",PER,1
2709,"('Tavast',)",PER,1
2710,"('Kohtla-Järve',)",LOC,1
2711,"('Euroopa', 'Liiduga')",LOC,2
2712,"('Tallinast',)",LOC,1
2713,"('Tanja', 'Hriplivajo')",PER,1
2714,"('Henn', 'Salum')",PER,1
2715,"('Irina', 'Lobanova')",PER,1
2716,"('Raasikul',)",PER,1
2717,"('Tallinnasse',)",LOC,3
2718,"('Hilda', 'Sinijärv')",PER,1
2719,"('Balkanil',)",LOC,2
2720,"('kaitseministeeriumi',)",ORG,1
2721,"('Otte', 'Beeksma')",PER,1
2722,"('Beeksma',)",PER,3
2723,"('Bosnias',)",LOC,3
2724,"('Kosovos',)",LOC,4
2725,"('Beeksma',)",ORG,1
2726,"('Hollandi',)",ORG,1
2727,"('NATO-t',)",ORG,1
2728,"('Jugoslaavias',)",LOC,1
2729,"('Anatoli', 'Kornukov')",PER,1
2730,"('Koola', 'poolsaare')",LOC,1
2731,"('Vaikse', 'ookeani')",LOC,1
2732,"('Kamtšatka',)",LOC,1
2733,"('Jaapani', 'mere')",LOC,1
2734,"('Barentsi', 'merel')",LOC,1
2735,"('Läänemere',)",LOC,1
2736,"('Kornukov',)",PER,2
2737,"('Kongo', 'Vabariigis')",LOC,1
2738,"(""Brazzaville'i"",)",LOC,1
2739,"(""Pointe-Noire'i"",)",LOC,1
2740,"(""Pointe-Noire'ist"",)",LOC,1
2741,"('Mvougounti',)",ORG,1
2742,"('Kongo',)",LOC,1
2743,"('Interpoli',)",PER,1
2744,"('Igor', 'Soglajevi')",PER,1
2745,"('Inkompank',)",ORG,1
2746,"('Läti', 'Interpoli')",ORG,1
2747,"('Edite', 'Pulka')",PER,1
2748,"('Soglajevit',)",PER,1
2749,"('Soglajev',)",PER,1
2750,"('Lätisse',)",LOC,3
2751,"('Kiievist',)",LOC,1
2752,"('Pulka',)",PER,1
2753,"('Valdas', 'Adamkus')",PER,1
2754,"('Adamkus',)",PER,2
2755,"('Göran', 'Perssoniga')",PER,1
2756,"('Jan', 'Palmstierni')",PER,1
2757,"('Persson',)",PER,1
2758,"('Adamkuse',)",PER,1
2759,"('Palestiina', 'Omavalitsus')",ORG,1
2760,"('Jordani',)",LOC,1
2761,"('Gaza',)",LOC,6
2762,"('Palestiina',)",LOC,9
2763,"('Hikmat', 'Zeid')",PER,1
2764,"('Zeidi',)",ORG,1
2765,"('Zeid',)",PER,1
2766,"('Gidon', 'Bromberg')",PER,1
2767,"('Türgi',)",LOC,9
2768,"('Armeeniaga',)",LOC,2
2769,"('Türgit',)",LOC,1
2770,"('Ankara',)",LOC,3
2771,"('Jerevanil',)",LOC,1
2772,"('Euroopa', 'Parlamendis')",ORG,1
2773,"('Administratsioon',)",ORG,1
2774,"('Armeenia',)",LOC,5
2775,"('Reutersile',)",ORG,2
2776,"('Türgisse',)",LOC,1
2777,"('Prantsuse', 'Rahvusassamblee')",ORG,1
2778,"('Prantsusmaad',)",LOC,3
2779,"('Prantsuse', 'parlament')",ORG,1
2780,"('Euroopa', 'Parlament')",ORG,1
2781,"('Aserbaidžaani',)",LOC,3
2782,"('Demokraatlik', 'Tööpartei')",ORG,1
2783,"('Vytenis', 'Andriukatis')",PER,1
2784,"('RIA', 'Novosti')",ORG,1
2785,"('Andriukaitise',)",PER,1
2786,"('Demokraatlikku', 'Tööparteid')",ORG,1
2787,"('Iisrael',)",LOC,4
2788,"('Abdul', 'Razzaq', ""al-Majayidah'i"")",PER,1
2789,"('BBC',)",ORG,1
2790,"('Erezi',)",LOC,2
2791,"('Vaira', 'Vike-Freiberga')",PER,1
2792,"('Vike-Freiberga',)",PER,1
2793,"('NATO-sse',)",ORG,1
2794,"('Vitali', 'Buzujevi')",PER,1
2795,"('Jugoslaavia',)",LOC,9
2796,"('Vojislav', 'Kostunica')",PER,1
2797,"('Montenegro',)",LOC,7
2798,"('Kostunica',)",PER,4
2799,"('Beta',)",ORG,1
2800,"('Jugoslaaviat',)",LOC,1
2801,"('Serbia',)",LOC,4
2802,"('Podgorica',)",LOC,2
2803,"('Podgorica', 'valitsus')",ORG,1
2804,"('Kostunicale',)",PER,1
2805,"('Osama', 'bin', 'Ladeni')",PER,2
2806,"('Afganistanis',)",LOC,3
2807,"('Laden',)",PER,1
2808,"('Jeemeni',)",LOC,1
2809,"('Cole',)",PER,1
2810,"('Bin', 'Laden')",PER,3
2811,"('Föderaalse', 'Juurdlusbüroo')",ORG,1
2812,"('FBI',)",ORG,1
2813,"('USA', 'Aafrika')",LOC,1
2814,"('Osama', 'bin', 'Laden')",PER,2
2815,"('William', 'Cohen', ""Cole'i"")",PER,1
2816,"('George', 'W. Bush')",PER,2
2817,"('Cohen',)",PER,3
2818,"('Rahvuslikus', 'Pressiklubis')",ORG,1
2819,"('Pentagoni', 'raportis')",ORG,1
2820,"('Netzarimi',)",LOC,1
2821,"('Dennis', 'Rossi')",PER,1
2822,"('Lähis-Itta',)",LOC,1
2823,"('Boriss', 'Berezovski')",PER,1
2824,"('ORT',)",ORG,8
2825,"('Roman', 'Abramovitšile')",PER,1
2826,"('Berezovski',)",PER,8
2827,"('Roman', 'Abramovitš')",PER,1
2828,"('Kommersant',)",ORG,1
2829,"('Nezavissimaja', 'Gazeta')",ORG,2
2830,"('Vladimir', 'Putinile')",PER,1
2831,"('Putin',)",PER,2
2832,"('Abramovitš',)",PER,1
2833,"('Melanoma',)",PER,2
2834,"('Cold', 'Spring', ""Harbor'i"")",PER,1
2835,"(""Sloan-Kettering'i"",)",ORG,1
2836,"(""Maryland'is"",)",LOC,1
2837,"('Johns', ""Hopkins'i"", 'ülikoolist')",ORG,1
2838,"('Nature',)",ORG,1
2839,"('Lao', 'Tai')",PER,2
2840,"('Ciangmai', 'linnas')",LOC,1
2841,"('Tais',)",LOC,1
2842,"('Laoses',)",LOC,1
2843,"('Lao', 'Tai')",ORG,2
2844,"('Briti', 'kaitseministeeriumi')",ORG,1
2845,"('DU',)",ORG,2
2846,"('Pärsia', 'lahe')",LOC,1
2847,"('Balkani',)",LOC,3
2848,"('Guardiani',)",ORG,1
2849,"('Independenti',)",ORG,1
2850,"('""', 'Kaitseministeerium')",ORG,1
2851,"('Guardiani',)",PER,1
2852,"('John', 'Spellari', 'DU-riski')",PER,1
2853,"('Colombia',)",LOC,2
2854,"('Medellinis',)",LOC,1
2855,"('Tobias', 'Duran')",PER,1
2856,"('Colombia', 'valitsus')",ORG,1
2857,"('Medellini', 'El', 'Tesoro', 'kaubanduskeskuses')",ORG,1
2858,"('Leoncio', 'Velez')",PER,1
2859,"('Colombias',)",LOC,1
2860,"('Velez',)",PER,1
2861,"('Colombia', 'Revolutsioonilised', 'Relvajõud')",ORG,1
2862,"('FARC',)",ORG,1
2863,"('Andres', 'Pastrana')",PER,1
2864,"('Šveitsi',)",LOC,2
2865,"('Kuubas',)",LOC,1
2866,"('Rahvusliku', 'Vabastusarmeega')",ORG,1
2867,"('ELN',)",ORG,2
2868,"('FARC-il',)",ORG,1
2869,"('Pastrana',)",PER,1
2870,"('Lõuna-Colombias',)",LOC,1
2871,"('Diego', 'Turbay')",PER,1
2872,"('Turbay',)",PER,1
2873,"('FARC-i',)",ORG,1
2874,"('Bosnia',)",LOC,8
2875,"('Biljana', 'Plavsic')",PER,2
2876,"('ÜRO',)",ORG,7
2877,"('Plavsic',)",PER,6
2878,"('Haagi', 'kohtult')",ORG,1
2879,"('Plavsici',)",PER,3
2880,"('Richard', 'May')",PER,1
2881,"('Radovan', 'Karazici')",PER,1
2882,"('Karadzic',)",PER,1
2883,"('Serbia', 'Demokraatliku', 'Partei')",ORG,1
2884,"('Momcilo', 'Krajisnikuga')",PER,1
2885,"('NSV', 'Liidu')",LOC,3
2886,"('Mihhail', 'Gorbatšov')",PER,2
2887,"('Balti', 'riigi')",LOC,1
2888,"('Saksamaade',)",LOC,1
2889,"('Gorbatšov',)",PER,1
2890,"('Balti', 'riikide')",LOC,1
2891,"('Lätit',)",LOC,1
2892,"('Gerhard', 'Schröder')",PER,2
2893,"('Schröder',)",PER,1
2894,"('Renate', 'Kuenast')",PER,1
2895,"('Karl-Heinz', 'Funke')",PER,1
2896,"('Schröderit',)",PER,1
2897,"('Saksas',)",LOC,1
2898,"('Mei', 'Xiang')",PER,3
2899,"('Tian', 'Tian')",PER,3
2900,"('Lucy', 'Spelman')",PER,1
2901,"('Liu', 'Xiaoming')",PER,1
2902,"('Washington', 'Post')",ORG,2
2903,"('Washingtoni',)",ORG,1
2904,"('San', 'Diego')",LOC,1
2905,"('Atlanta',)",ORG,1
2906,"('Ling-Ling',)",PER,1
2907,"('Hsing-Hsing',)",ORG,1
2908,"('Likud', 'partei')",ORG,1
2909,"('Ariel', 'Sharon')",PER,2
2910,"('Ehud', 'Barakki')",PER,1
2911,"('Sharon',)",PER,6
2912,"('Jeruusalemma',)",LOC,1
2913,"('Ehud', 'Olmert')",PER,1
2914,"('Sharoni',)",PER,3
2915,"('Silvan', 'Shalom')",PER,1
2916,"('Benjamin', 'Netanyahu')",PER,1
2917,"('Ariel', 'Sharoni')",PER,1
2918,"('Likudi',)",LOC,2
2919,"('Ultraortodoksne', 'Shas')",PER,1
2920,"('Jordani', 'jõe')",LOC,1
2921,"('Amnon', 'Lipkin-Shahak')",PER,1
2922,"('Primorski',)",LOC,1
2923,"('Jevgeni', 'Nazdratenko')",PER,1
2924,"('NTV', '.')",ORG,1
2925,"('Primorjes',)",LOC,1
2926,"('Primorje',)",LOC,1
2927,"(""Arkansas'd"",)",LOC,1
2928,"('Little', 'Rock')",ORG,1
2929,"('Associated', 'Press', 'CNNi')",ORG,1
2930,"('New', 'Yorki')",LOC,1
2931,"(""Arkansas's"",)",LOC,1
2932,"('Clinton',)",PER,2
2933,"('Clintoni',)",PER,2
2934,"('Chicagot',)",LOC,1
2935,"('Doverit',)",LOC,1
2936,"('Bostonit',)",LOC,1
2937,"('Wonderland', 'Clubina')",PER,1
2938,"('Wonderland', 'Clubiga')",PER,1
2939,"('Marimekko',)",ORG,2
2940,"('Marimekko',)",PER,8
2941,"('Grünstein', 'Product', 'Oy')",ORG,1
2942,"('Kirsti', 'Paakkanen')",PER,1
2943,"('Paakkaneni',)",PER,2
2944,"('Grünstein',)",PER,1
2945,"('Paakkanen',)",PER,1
2946,"('Verimekko',)",PER,1
2947,"('Oikeutta', 'Eläimille')",PER,1
2948,"('Marimekko',)",LOC,3
2949,"('Paakkanenile',)",PER,1
2950,"('Verimekko',)",ORG,1
2951,"('Oikeutta', 'Eläimille')",ORG,1
2952,"('Hartwall', 'Areenal')",PER,1
2953,"('Lääne-Soomes',)",LOC,1
2954,"('Kirsti', 'Paakkaneni')",PER,1
2955,"('Chi', 'Minhi')",PER,1
2956,"('Bangkokis',)",LOC,1
2957,"('Saigoni',)",PER,2
2958,"('Bangkokki',)",LOC,1
2959,"('Ho', 'Chi', 'Minhi')",PER,6
2960,"('Lõuna-Vietnami',)",LOC,1
2961,"('Vietnami',)",LOC,11
2962,"('SGN',)",ORG,1
2963,"('Ho', 'Chi', 'Minhis')",PER,2
2964,"(""Gerard'i"",)",PER,1
2965,"('Aasias',)",LOC,4
2966,"('Gerard',)",PER,1
2967,"('Ho', 'Chi', 'Minh')",PER,2
2968,"('Ho',)",PER,4
2969,"('Coca-Cola',)",LOC,1
2970,"('Internatsionaali',)",PER,1
2971,"('Hanoi', 'Moi')",ORG,1
2972,"('Vietnamis',)",LOC,3
2973,"('Vietnam',)",LOC,2
2974,"('Cartinid',)",ORG,1
2975,"('Dong',)",PER,2
2976,"('Dongil',)",PER,1
2977,"('Adidastega',)",ORG,1
2978,"('Xang',)",PER,1
2979,"('Robert', 'McNamara')",PER,1
2980,"('In', 'Retrospect')",ORG,1
2981,"('The', 'Tragedy')",ORG,1
2982,"('Saigoni',)",LOC,2
2983,"('Vietnamile',)",LOC,1
2984,"('Ameerika', 'Sõjakuritegude', 'Muuseumis')",ORG,1
2985,"('War', 'Remnants', 'Museum')",ORG,1
2986,"('Trong',)",PER,1
2987,"('Eesti', 'Ekspress')",ORG,2
2988,"('Tallinnas', 'Süstlamäel')",ORG,1
2989,"('Indohiina', 'Liidu')",LOC,1
2990,"('Vietnami', 'Demokraatliku', 'Vabariigi')",ORG,1
2991,"('Vietnamist',)",LOC,1
2992,"('Prantsuse', 'Liidus')",LOC,1
2993,"('Prantsuse-Vietnami',)",LOC,1
2994,"('Nho', 'Dinh', 'Diem')",PER,1
2995,"('USA', 'Kongress')",ORG,1
2996,"('Indo-Hiina',)",LOC,1
2997,"('Nevada', 'Citys')",LOC,1
2998,"('AP',)",ORG,1
2999,"('Scott', 'Harlap', 'Thorpe')",PER,1
3000,"('Põhja-Atlandi', 'Nõukogu')",ORG,1
3001,"('Lord', 'Robertson')",PER,1
3002,"('Robertsoni',)",PER,3
3003,"('George', 'Robertsonile')",PER,1
3004,"('Robertson',)",PER,6
3005,"('ÜRO', 'Keskkonnaprogrammi', 'Kosovo')",ORG,1
3006,"('Pekka', 'Haavistot')",PER,1
3007,"('Maailma', 'Terviseorganisatsioon')",ORG,1
3008,"('Kosovo',)",LOC,1
3009,"('Bosniaga',)",LOC,1
3010,"('Kanada',)",LOC,1
3011,"('Kosovost',)",LOC,1
3012,"('Bosniale',)",LOC,1
3013,"('Bosniasse',)",LOC,1
3014,"('Kosovosse',)",LOC,1
3015,"('Lord', 'Robertsoni')",PER,1
3016,"('Ahto', 'Lobjakas')",PER,1
3017,"('CNN',)",ORG,4
3018,"('Ted', 'Turneriga')",PER,1
3019,"('Cable', 'News', 'Network')",ORG,1
3020,"('Time', 'Warner')",PER,2
3021,"('Nõukogude', 'Liit')",LOC,1
3022,"('Peterburis',)",LOC,1
3023,"('Turneril',)",PER,3
3024,"('Vladimir', 'Putin')",PER,3
3025,"('NTV -sse',)",ORG,1
3026,"('Putiniga',)",PER,1
3027,"('Turneri',)",PER,1
3028,"('America', 'Online')",ORG,1
3029,"('Turneriga',)",PER,1
3030,"('NTV-l',)",ORG,1
3031,"('Kursk',)",LOC,1
3032,"('Gazprom',)",ORG,1
3033,"('Ted', 'Turneri')",PER,1
3034,"('NTV-sse',)",ORG,1
3035,"('Media', 'Mostil')",ORG,1
3036,"('Gusssinski',)",PER,1
3037,"('Maire', 'Raidma')",PER,1
3038,"('Iisraeli', 'parempoolse', 'Likud', 'partei')",ORG,1
3039,"('Obštšaja', 'Gazeta')",ORG,1
3040,"('Ehud', 'Barakil')",PER,1
3041,"('Barak',)",PER,1
3042,"('Baraki',)",PER,1
3043,"('Lõuna-Afganistanis',)",LOC,1
3044,"('Kandaharis',)",LOC,1
3045,"('Taevakanal', 'al-Jazeera')",PER,1
3046,"('Mohammed', 'bin', 'Ladeni')",PER,1
3047,"('Afganistani',)",LOC,1
3048,"('Abu', 'Hafas', 'al-Masri')",ORG,1
3049,"('Ladenit',)",PER,1
3050,"('Pakistanis',)",LOC,1
3051,"('Jihad',)",LOC,1
3052,"('Ayman', 'el-Zawahiri')",PER,1
3053,"('Anwar', 'Sadatile')",PER,1
3054,"('Saudi-Araabia',)",LOC,1
3055,"('Osama', 'bin', 'Ladenit')",PER,1
3056,"('USA', 'Kenya')",LOC,1
3057,"('Tansaania',)",LOC,1
3058,"('Talebani',)",ORG,1
3059,"('Aafrikas',)",LOC,3
3060,"('George', 'W. Bushi')",PER,2
3061,"('Linda', 'Chavez')",PER,3
3062,"('Chavezi',)",PER,3
3063,"('Guatemalast',)",LOC,1
3064,"('Marta', 'Mercado')",PER,2
3065,"('Marylandis', 'Bethesdas')",LOC,1
3066,"('Mercado',)",PER,4
3067,"('Tereza',)",PER,1
3068,"('Bush',)",PER,2
3069,"('Chavez',)",PER,6
3070,"('Marylandis', ""Beltsville'is"")",LOC,1
3071,"('Linda', 'Chavezist')",PER,1
3072,"('Bushi',)",PER,3
3073,"('Bill', 'Clintoni')",PER,2
3074,"('Mercado', 'Chavezi')",PER,1
3075,"('Zoe', 'Bairdi')",PER,1
3076,"('Floridas',)",LOC,2
3077,"('Üleriigilise', 'Arvamusuuringute', 'Keskuse')",ORG,1
3078,"('NORC',)",ORG,1
3079,"('George', 'W. Bush', 'Florida')",PER,2
3080,"('Demokraat', 'Al', 'Gore')",ORG,1
3081,"('USA', 'ülemkohtu')",ORG,1
3082,"('Florida', 'maakonnas')",LOC,1
3083,"('The', 'New', 'York', 'Times')",ORG,1
3084,"('Wall', 'Street', 'Journal')",ORG,1
3085,"('The', 'Washington', 'Post')",ORG,1
3086,"('Associated', 'Press')",ORG,2
3087,"('St', '.')",ORG,2
3088,"('Petersburg', 'Times')",ORG,2
3089,"('Palm', 'Beach', 'Post')",ORG,2
3090,"('Tribune', 'Publishing')",ORG,1
3091,"('Los', 'Angeles', 'Times')",ORG,2
3092,"('Chicago', 'Tribune')",ORG,2
3093,"('Newsday',)",PER,1
3094,"('Orlando', 'Sentinel')",PER,1
3095,"('South', 'Florida', 'Sun-Sentinel')",PER,1
3096,"('Florida',)",PER,4
3097,"('Los', 'Angeles', 'Timesi')",ORG,1
3098,"('John', 'Carroll')",PER,2
3099,"('Carroll',)",PER,1
3100,"('Antanas', 'Gecase')",PER,1
3101,"('Suurbritannialt',)",LOC,1
3102,"('Rimvydas', 'Valentukevicius')",PER,1
3103,"('Inglismaale',)",LOC,1
3104,"('Gecas',)",PER,4
3105,"('Shotimaal',)",LOC,1
3106,"(""Edinburgh'is"",)",LOC,1
3107,"('Simon', 'Wiesenthali', 'Keskus')",ORG,1
3108,"('Gecast',)",PER,1
3109,"('Lord', 'Milligan')",PER,1
3110,"('Gecas',)",LOC,1
3111,"('Gecase',)",PER,1
3112,"('William', 'Cohen')",PER,1
3113,"('Donald', 'Rumsfeldil')",PER,1
3114,"('Hiinat',)",LOC,1
3115,"('Coheni',)",PER,1
3116,"('Euroopaga',)",LOC,1
3117,"('Iraagi',)",LOC,1
3118,"('Kofi', 'Annan')",PER,1
3119,"('New', 'Yorgist')",ORG,1
3120,"('Kameruni',)",LOC,1
3121,"('Yaoundesse',)",LOC,1
3122,"('Prantsuse-Aafrika',)",LOC,1
3123,"('Fred', 'Eckhard')",PER,1
3124,"('Pekingis',)",LOC,1
3125,"('Annan',)",PER,1
3126,"('Tokyos',)",LOC,1
3127,"('Davosis',)",LOC,1
3128,"('Eckhard',)",PER,1
3129,"('Stockholm',)",LOC,2
3130,"('Tšiili',)",LOC,2
3131,"('Augusto', 'Pinochet')",PER,1
3132,"('Santiago',)",LOC,1
3133,"('Pinocheti',)",PER,6
3134,"('Juan', 'Guzman')",PER,1
3135,"('Ricardo', 'Izurieta')",PER,1
3136,"('Pinochetile',)",PER,1
3137,"('Guzman',)",PER,2
3138,"('Tšiilit',)",LOC,1
3139,"('Pinochetti',)",PER,1
3140,"('Pinochet',)",PER,1
3141,"('Pinochetil',)",PER,1
3142,"('Rein', 'Helme')",PER,1
3143,"('EGIPTUS',)",PER,1
3144,"('UUEKS',)",PER,1
3145,"('SÕJAKS',)",PER,1
3146,"('VALMIS',)",PER,1
3147,"('Egiptus',)",LOC,4
3148,"('SÜÜRIA',)",LOC,1
3149,"('Süüria',)",LOC,2
3150,"('Golani',)",LOC,1
3151,"('Iisraeliga',)",LOC,2
3152,"('JORDAANIA',)",PER,1
3153,"('Jordaania',)",LOC,1
3154,"('Iisraelile',)",LOC,1
3155,"('Reuters', '/', 'bns')",ORG,1
3156,"('Renate', 'Künasti')",PER,1
3157,"('Ulla', 'Schmidti')",PER,1
3158,"('Schröderi',)",PER,1
3159,"('George', 'Robertson')",PER,1
3160,"('George', 'Robertsoni')",PER,1
3161,"('Reuters', '/', 'ap', '/', 'bns')",ORG,1
3162,"('Florida', 'osariigi')",LOC,1
3163,"('Orlando', 'Sentinel')",ORG,2
3164,"('Floridasse',)",LOC,1
3165,"('Al', ""Gore'i"")",PER,1
3166,"('New', 'York', 'Times')",ORG,1
3167,"('Wall', 'Street', 'Jornal')",ORG,1
3168,"('Tribune', 'Publishing')",PER,1
3169,"(""Tribune'i"",)",PER,1
3170,"('Los', 'Angeles', 'Timesi', 'Washingtoni', 'büroo')",ORG,1
3171,"('Doyle', 'McManus')",PER,1
3172,"('McManus',)",PER,1
3173,"('Miami', 'Herald')",ORG,1
3174,"('Al', 'Cardenas')",ORG,1
3175,"('Madis', 'Hint')",PER,1
3176,"('Kaspia',)",LOC,1
3177,"('Kaspial',)",LOC,1
3178,"('HIRM',)",PER,1
3179,"('BAKUU',)",PER,1
3180,"('Aserbaidžaan',)",LOC,1
3181,"('Asebaidžaani',)",PER,1
3182,"('Kaukaasia',)",LOC,1
3183,"('Bakuust',)",LOC,1
3184,"('Mägi-Karabahhi',)",LOC,1
3185,"('OSCE',)",ORG,1
3186,"('Armeeniale',)",LOC,1
3187,"('Heidar', 'Alijevi')",PER,1
3188,"('Putini',)",PER,1
3189,"('Lennart',)",PER,1
3190,"('Anu', 'Jõesaar')",PER,1
3191,"('Kolumnist',)",PER,2
3192,"('KOLLEEGILE',)",PER,1
3193,"('Maria', 'Listra')",PER,1
3194,"('Kagu-Eesti',)",LOC,2
3195,"('riigikogu', 'Reformierakonna', 'fraktsiooni')",ORG,2
3196,"('Kagu-Eestis',)",LOC,1
3197,"('Kirde-Eestis',)",PER,1
3198,"('Eiki', 'Nestor')",PER,1
3199,"('Sotsiaalminister',)",ORG,1
3200,"('Saar', 'Polli')",PER,1
3201,"('Kadriorus',)",ORG,1
3202,"('N', 'Liidu')",LOC,3
3203,"('Jaan', 'Tõnissoni', 'Instituudi')",PER,1
3204,"('Agu', 'Laius')",PER,1
3205,"('Vladimir', 'Putini')",PER,1
3206,"('N', 'Liitu')",ORG,1
