lemma,inflect_type,pos,case,form
harakiri,17,S,sg n,harakiri
harakiri,17,S,sg g,harakiri
harakiri,17,S,sg p,harakiri
haru,17,S,sg n,haru
haru,17,S,sg g,haru
haru,17,S,sg p,haru
havi,17,S,sg n,havi
havi,17,S,sg g,havi
havi,17,S,sg p,havi
heli,17,S,sg n,heli
heli,17,S,sg g,heli
heli,17,S,sg p,heli
higi,17,S,sg n,higi
higi,17,S,sg g,higi
higi,17,S,sg p,higi
himu,17,S,sg n,himu
himu,17,S,sg g,himu
himu,17,S,sg p,himu
hobi,17,S,sg n,hobi
hobi,17,S,sg g,hobi
hobi,17,S,sg p,hobi
hobu,17,S,sg n,hobu
hobu,17,S,sg g,hobu
hobu,17,S,sg p,hobu
hola,17,S,sg n,hola
hola,17,S,sg g,hola
hola,17,S,sg p,hola
hula,17,S,sg n,hula
hula,17,S,sg g,hula
hula,17,S,sg p,hula
huvi,17,S,sg n,huvi
huvi,17,S,sg g,huvi
huvi,17,S,sg p,huvi
häbi,17,S,sg n,häbi
häbi,17,S,sg g,häbi
häbi,17,S,sg p,häbi
häda,17,S,sg n,häda
häda,17,S,sg g,häda
häda,17,S,sg p,häda
hägu,17,S,sg n,hägu
hägu,17,S,sg g,hägu
hägu,17,S,sg p,hägu
häma,17,S,sg n,häma
häma,17,S,sg g,häma
häma,17,S,sg p,häma
hämu,17,S,sg n,hämu
hämu,17,S,sg g,hämu
hämu,17,S,sg p,hämu
hävi,17,S,sg n,hävi
hävi,17,S,sg g,hävi
hävi,17,S,sg p,hävi
iba,17,S,sg n,iba
iba,17,S,sg g,iba
iba,17,S,sg p,iba
ida,17,S,sg n,ida
ida,17,S,sg g,ida
ida,17,S,sg p,ida
iha,17,S,sg n,iha
iha,17,S,sg g,iha
iha,17,S,sg p,iha
ihu,17,S,sg n,ihu
ihu,17,S,sg g,ihu
ihu,17,S,sg p,ihu
ila,17,S,sg n,ila
ila,17,S,sg g,ila
ila,17,S,sg p,ila
ilu,17,S,sg n,ilu
ilu,17,S,sg g,ilu
ilu,17,S,sg p,ilu
imetelu,17,S,sg n,imetelu
imetelu,17,S,sg g,imetelu
imetelu,17,S,sg p,imetelu
imu,17,S,sg n,imu
imu,17,S,sg g,imu
imu,17,S,sg p,imu
isa,17,S,sg n,isa
isa,17,S,sg g,isa
isa,17,S,sg p,isa
isu,17,S,sg n,isu
isu,17,S,sg g,isu
isu,17,S,sg p,isu
iva,17,S,sg n,iva
iva,17,S,sg g,iva
iva,17,S,sg p,iva
jada,17,S,sg n,jada
jada,17,S,sg g,jada
jada,17,S,sg p,jada
jahu,17,S,sg n,jahu
jahu,17,S,sg g,jahu
jahu,17,S,sg p,jahu
jama,17,S,sg n,jama
jama,17,S,sg g,jama
jama,17,S,sg p,jama
janu,17,S,sg n,janu
janu,17,S,sg g,janu
janu,17,S,sg p,janu
joba,17,S,sg n,joba
joba,17,S,sg g,joba
joba,17,S,sg p,joba
jobi,17,S,sg n,jobi
jobi,17,S,sg g,jobi
jobi,17,S,sg p,jobi
jobu,17,S,sg n,jobu
jobu,17,S,sg g,jobu
jobu,17,S,sg p,jobu
jora,17,S,sg n,jora
jora,17,S,sg g,jora
jora,17,S,sg p,jora
joru,17,S,sg n,joru
joru,17,S,sg g,joru
joru,17,S,sg p,joru
juha,17,S,sg n,juha
juha,17,S,sg g,juha
juha,17,S,sg p,juha
jura,17,S,sg n,jura
jura,17,S,sg g,jura
jura,17,S,sg p,jura
jõra,17,S,sg n,jõra
jõra,17,S,sg g,jõra
jõra,17,S,sg p,jõra
järi,17,S,sg n,järi
järi,17,S,sg g,järi
järi,17,S,sg p,järi
kaba,17,S,sg n,kaba
kaba,17,S,sg g,kaba
kaba,17,S,sg p,kaba
kabu,17,S,sg n,kabu
kabu,17,S,sg g,kabu
kabu,17,S,sg p,kabu
kada,17,S,sg n,kada
kada,17,S,sg g,kada
kada,17,S,sg p,kada
kagu,17,S,sg n,kagu
kagu,17,S,sg g,kagu
kagu,17,S,sg p,kagu
kaha,17,S,sg n,kaha
kaha,17,S,sg g,kaha
kaha,17,S,sg p,kaha
kahu,17,S,sg n,kahu
kahu,17,S,sg g,kahu
kahu,17,S,sg p,kahu
kaja,17,S,sg n,kaja
kaja,17,S,sg g,kaja
kaja,17,S,sg p,kaja
kala,17,S,sg n,kala
kala,17,S,sg g,kala
kala,17,S,sg p,kala
kalu,17,S,sg n,kalu
kalu,17,S,sg g,kalu
kalu,17,S,sg p,kalu
kama,17,S,sg n,kama
kama,17,S,sg g,kama
kama,17,S,sg p,kama
kana,17,S,sg n,kana
kana,17,S,sg g,kana
kana,17,S,sg p,kana
kara,17,S,sg n,kara
kara,17,S,sg g,kara
kara,17,S,sg p,kara
karu,17,S,sg n,karu
karu,17,S,sg g,karu
karu,17,S,sg p,karu
kasu,17,S,sg n,kasu
kasu,17,S,sg g,kasu
kasu,17,S,sg p,kasu
kava,17,S,sg n,kava
kava,17,S,sg g,kava
kava,17,S,sg p,kava
keha,17,S,sg n,keha
keha,17,S,sg g,keha
keha,17,S,sg p,keha
kena,17,A,sg n,kena
kena,17,A,sg g,kena
kena,17,A,sg p,kena
kera,17,S,sg n,kera
kera,17,S,sg g,kera
kera,17,S,sg p,kera
kesa,17,S,sg n,kesa
kesa,17,S,sg g,kesa
kesa,17,S,sg p,kesa
keskustelu,17,S,sg n,keskustelu
keskustelu,17,S,sg g,keskustelu
keskustelu,17,S,sg p,keskustelu
kibu,17,S,sg n,kibu
kibu,17,S,sg g,kibu
kibu,17,S,sg p,kibu
kida,17,S,sg n,kida
kida,17,S,sg g,kida
kida,17,S,sg p,kida
kidu,17,S,sg n,kidu
kidu,17,S,sg g,kidu
kidu,17,S,sg p,kidu
kiha,17,S,sg n,kiha
kiha,17,S,sg g,kiha
kiha,17,S,sg p,kiha
kihu,17,S,sg n,kihu
kihu,17,S,sg g,kihu
kihu,17,S,sg p,kihu
kila,17,S,sg n,kila
kila,17,S,sg g,kila
kila,17,S,sg p,kila
kili,17,S,sg n,kili
kili,17,S,sg g,kili
kili,17,S,sg p,kili
kilo,17,S,sg n,kilo
kilo,17,S,sg g,kilo
kilo,17,S,sg p,kilo
kilu,17,S,sg n,kilu
kilu,17,S,sg g,kilu
kilu,17,S,sg p,kilu
kino,17,S,sg n,kino
kino,17,S,sg g,kino
kino,17,S,sg p,kino
kisa,17,S,sg n,kisa
kisa,17,S,sg g,kisa
kisa,17,S,sg p,kisa
kivi,17,S,sg n,kivi
kivi,17,S,sg g,kivi
kivi,17,S,sg p,kivi
klibu,17,S,sg n,klibu
klibu,17,S,sg g,klibu
klibu,17,S,sg p,klibu
klubi,17,S,sg n,klubi
klubi,17,S,sg g,klubi
klubi,17,S,sg p,klubi
koba,17,S,sg n,koba
koba,17,S,sg g,koba
koba,17,S,sg p,koba
kodu,17,S,sg n,kodu
kodu,17,S,sg g,kodu
kodu,17,S,sg p,kodu
koha,17,S,sg n,koha
koha,17,S,sg g,koha
koha,17,S,sg p,koha
kohi,17,S,sg n,kohi
kohi,17,S,sg g,kohi
kohi,17,S,sg p,kohi
kola,17,S,sg n,kola
kola,17,S,sg g,kola
kola,17,S,sg p,kola
koli,17,S,sg n,koli
koli,17,S,sg g,koli
koli,17,S,sg p,koli
kolu,17,S,sg n,kolu
kolu,17,S,sg g,kolu
kolu,17,S,sg p,kolu
koma,17,S,sg n,koma
koma,17,S,sg g,koma
koma,17,S,sg p,koma
komu,17,S,sg n,komu
komu,17,S,sg g,komu
komu,17,S,sg p,komu
koni,17,S,sg n,koni
koni,17,S,sg g,koni
koni,17,S,sg p,koni
kosu,17,S,sg n,kosu
kosu,17,S,sg g,kosu
kosu,17,S,sg p,kosu
krabi,17,S,sg n,krabi
krabi,17,S,sg g,krabi
krabi,17,S,sg p,krabi
kribu,17,S,sg n,kribu
kribu,17,S,sg g,kribu
kribu,17,S,sg p,kribu
kronu,17,S,sg n,kronu
kronu,17,S,sg g,kronu
kronu,17,S,sg p,kronu
krusa,17,S,sg n,krusa
krusa,17,S,sg g,krusa
krusa,17,S,sg p,krusa
kruvi,17,S,sg n,kruvi
kruvi,17,S,sg g,kruvi
kruvi,17,S,sg p,kruvi
krõbi,17,S,sg n,krõbi
krõbi,17,S,sg g,krõbi
krõbi,17,S,sg p,krõbi
kräsu,17,S,sg n,kräsu
kräsu,17,S,sg g,kräsu
kräsu,17,S,sg p,kräsu
kudu,17,S,sg n,kudu
kudu,17,S,sg g,kudu
kudu,17,S,sg p,kudu
kuja,17,S,sg n,kuja
kuja,17,S,sg g,kuja
kuja,17,S,sg p,kuja
kuju,17,S,sg n,kuju
kuju,17,S,sg g,kuju
kuju,17,S,sg p,kuju
kula,17,S,sg n,kula
kula,17,S,sg g,kula
kula,17,S,sg p,kula
kuli,17,S,sg n,kuli
kuli,17,S,sg g,kuli
kuli,17,S,sg p,kuli
kulu,17,S,sg n,kulu
kulu,17,S,sg g,kulu
kulu,17,S,sg p,kulu
kuma,17,S,sg n,kuma
kuma,17,S,sg g,kuma
kuma,17,S,sg p,kuma
kumu,17,S,sg n,kumu
kumu,17,S,sg g,kumu
kumu,17,S,sg p,kumu
kura,17,A,sg n,kura
kura,17,A,sg g,kura
kura,17,A,sg p,kura
kuru,17,S,sg n,kuru
kuru,17,S,sg g,kuru
kuru,17,S,sg p,kuru
kuva,17,S,sg n,kuva
kuva,17,S,sg g,kuva
kuva,17,S,sg p,kuva
kõbi,17,S,sg n,kõbi
kõbi,17,S,sg g,kõbi
kõbi,17,S,sg p,kõbi
kõdi,17,S,sg n,kõdi
kõdi,17,S,sg g,kõdi
kõdi,17,S,sg p,kõdi
kõdu,17,S,sg n,kõdu
kõdu,17,S,sg g,kõdu
kõdu,17,S,sg p,kõdu
kõla,17,S,sg n,kõla
kõla,17,S,sg g,kõla
kõla,17,S,sg p,kõla
kõma,17,S,sg n,kõma
kõma,17,S,sg g,kõma
kõma,17,S,sg p,kõma
kõmu,17,S,sg n,kõmu
kõmu,17,S,sg g,kõmu
kõmu,17,S,sg p,kõmu
kõri,17,S,sg n,kõri
kõri,17,S,sg g,kõri
kõri,17,S,sg p,kõri
kõva,17,A,sg n,kõva
kõva,17,A,sg g,kõva
kõva,17,A,sg p,kõva
käbi,17,S,sg n,käbi
käbi,17,S,sg g,käbi
käbi,17,S,sg p,käbi
käli,17,S,sg n,käli
käli,17,S,sg g,käli
käli,17,S,sg p,käli
kära,17,S,sg n,kära
kära,17,S,sg g,kära
kära,17,S,sg p,kära
käru,17,S,sg n,käru
käru,17,S,sg g,käru
käru,17,S,sg p,käru
käsitelu,17,S,sg n,käsitelu
käsitelu,17,S,sg g,käsitelu
käsitelu,17,S,sg p,käsitelu
köbi,17,S,sg n,köbi
köbi,17,S,sg g,köbi
köbi,17,S,sg p,köbi
ködi,17,S,sg n,ködi
ködi,17,S,sg g,ködi
ködi,17,S,sg p,ködi
köha,17,S,sg n,köha
köha,17,S,sg g,köha
köha,17,S,sg p,köha
küdi,17,S,sg n,küdi
küdi,17,S,sg g,küdi
küdi,17,S,sg p,küdi
küla,17,S,sg n,küla
küla,17,S,sg g,küla
küla,17,S,sg p,küla
küna,17,S,sg n,küna
küna,17,S,sg g,küna
küna,17,S,sg p,küna
küsitelu,17,S,sg n,küsitelu
küsitelu,17,S,sg g,küsitelu
küsitelu,17,S,sg p,küsitelu
laba,17,S,sg n,laba
laba,17,S,sg g,laba
laba,17,S,sg p,laba
laga,17,S,sg n,laga
laga,17,S,sg g,laga
laga,17,S,sg p,laga
lahi,17,S,sg n,lahi
lahi,17,S,sg g,lahi
lahi,17,S,sg p,lahi
Laptevite,17,H,sg n,Laptevite
Laptevite,17,H,sg g,Laptevite
Laptevite,17,H,sg p,Laptevite
lara,17,S,sg n,lara
lara,17,S,sg g,lara
lara,17,S,sg p,lara
lasi,17,S,sg n,lasi
lasi,17,S,sg g,lasi
lasi,17,S,sg p,lasi
lasu,17,S,sg n,lasu
lasu,17,S,sg g,lasu
lasu,17,S,sg p,lasu
latatara,17,S,sg n,latatara
latatara,17,S,sg g,latatara
latatara,17,S,sg p,latatara
lava,17,S,sg n,lava
lava,17,S,sg g,lava
lava,17,S,sg p,lava
lelu,17,S,sg n,lelu
lelu,17,S,sg g,lelu
lelu,17,S,sg p,lelu
levi,17,S,sg n,levi
levi,17,S,sg g,levi
levi,17,S,sg p,levi
liba,17,S,sg n,liba
liba,17,S,sg g,liba
liba,17,S,sg p,liba
libu,17,S,sg n,libu
libu,17,S,sg g,libu
libu,17,S,sg p,libu
lidu,17,S,sg n,lidu
lidu,17,S,sg g,lidu
lidu,17,S,sg p,lidu
liga,17,S,sg n,liga
liga,17,S,sg g,liga
liga,17,S,sg p,liga
liha,17,S,sg n,liha
liha,17,S,sg g,liha
liha,17,S,sg p,liha
lima,17,S,sg n,lima
lima,17,S,sg g,lima
lima,17,S,sg p,lima
lina,17,S,sg n,lina
lina,17,S,sg g,lina
lina,17,S,sg p,lina
liru,17,S,sg n,liru
liru,17,S,sg g,liru
liru,17,S,sg p,liru
lisa,17,S,sg n,lisa
lisa,17,S,sg g,lisa
lisa,17,S,sg p,lisa
loba,17,S,sg n,loba
loba,17,S,sg g,loba
loba,17,S,sg p,loba
lobi,17,S,sg n,lobi
lobi,17,S,sg g,lobi
lobi,17,S,sg p,lobi
lodu,17,S,sg n,lodu
lodu,17,S,sg g,lodu
lodu,17,S,sg p,lodu
loetelu,17,S,sg n,loetelu
loetelu,17,S,sg g,loetelu
loetelu,17,S,sg p,loetelu
logi,17,S,sg n,logi
logi,17,S,sg g,logi
logi,17,S,sg p,logi
logu,17,S,sg n,logu
logu,17,S,sg g,logu
logu,17,S,sg p,logu
lora,17,S,sg n,lora
lora,17,S,sg g,lora
lora,17,S,sg p,lora
lori,17,S,sg n,lori
lori,17,S,sg g,lori
lori,17,S,sg p,lori
loru,17,S,sg n,loru
loru,17,S,sg g,loru
loru,17,S,sg p,loru
ludu,17,A,sg n,ludu
ludu,17,A,sg g,ludu
ludu,17,A,sg p,ludu
luna,17,S,sg n,luna
luna,17,S,sg g,luna
luna,17,S,sg p,luna
lõbu,17,S,sg n,lõbu
lõbu,17,S,sg g,lõbu
lõbu,17,S,sg p,lõbu
läbu,17,S,sg n,läbu
läbu,17,S,sg g,läbu
läbu,17,S,sg p,läbu
läga,17,S,sg n,läga
läga,17,S,sg g,läga
läga,17,S,sg p,läga
lödi,17,S,sg n,lödi
lödi,17,S,sg g,lödi
lödi,17,S,sg p,lödi
löga,17,S,sg n,löga
löga,17,S,sg g,löga
löga,17,S,sg p,löga
löma,17,A,sg n,löma
löma,17,A,sg g,löma
löma,17,A,sg p,löma
lüdi,17,S,sg n,lüdi
lüdi,17,S,sg g,lüdi
lüdi,17,S,sg p,lüdi
lüli,17,S,sg n,lüli
lüli,17,S,sg g,lüli
lüli,17,S,sg p,lüli
maja,17,S,sg n,maja
maja,17,S,sg g,maja
maja,17,S,sg p,maja
mana,17,S,sg n,mana
mana,17,S,sg g,mana
mana,17,S,sg p,mana
maru,17,S,sg n,maru
maru,17,S,sg g,maru
maru,17,S,sg p,maru
mehu,17,S,sg n,mehu
mehu,17,S,sg g,mehu
mehu,17,S,sg p,mehu
melu,17,S,sg n,melu
melu,17,S,sg g,melu
melu,17,S,sg p,melu
menu,17,S,sg n,menu
menu,17,S,sg g,menu
menu,17,S,sg p,menu
midi,17,S,sg n,midi
midi,17,S,sg g,midi
midi,17,S,sg p,midi
molu,17,S,sg n,molu
molu,17,S,sg g,molu
molu,17,S,sg p,molu
mono,17,A,sg n,mono
mono,17,A,sg g,mono
mono,17,A,sg p,mono
muda,17,S,sg n,muda
muda,17,S,sg g,muda
muda,17,S,sg p,muda
mula,17,S,sg n,mula
mula,17,S,sg g,mula
mula,17,S,sg p,mula
muna,17,S,sg n,muna
muna,17,S,sg g,muna
muna,17,S,sg p,muna
muru,17,S,sg n,muru
muru,17,S,sg g,muru
muru,17,S,sg p,muru
musi,17,S,sg n,musi
musi,17,S,sg g,musi
musi,17,S,sg p,musi
musu,17,S,sg n,musu
musu,17,S,sg g,musu
musu,17,S,sg p,musu
mõdu,17,S,sg n,mõdu
mõdu,17,S,sg g,mõdu
mõdu,17,S,sg p,mõdu
mõju,17,S,sg n,mõju
mõju,17,S,sg g,mõju
mõju,17,S,sg p,mõju
mõla,17,S,sg n,mõla
mõla,17,S,sg g,mõla
mõla,17,S,sg p,mõla
mõna,17,S,sg n,mõna
mõna,17,S,sg g,mõna
mõna,17,S,sg p,mõna
mõnu,17,S,sg n,mõnu
mõnu,17,S,sg g,mõnu
mõnu,17,S,sg p,mõnu
mõra,17,S,sg n,mõra
mõra,17,S,sg g,mõra
mõra,17,S,sg p,mõra
mõru,17,A,sg n,mõru
mõru,17,A,sg g,mõru
mõru,17,A,sg p,mõru
mõtiskelu,17,S,sg n,mõtiskelu
mõtiskelu,17,S,sg g,mõtiskelu
mõtiskelu,17,S,sg p,mõtiskelu
mäda,17,S,sg n,mäda
mäda,17,S,sg g,mäda
mäda,17,S,sg p,mäda
mälu,17,S,sg n,mälu
mälu,17,S,sg g,mälu
mälu,17,S,sg p,mälu
mära,17,S,sg n,mära
mära,17,S,sg g,mära
mära,17,S,sg p,mära
mäsu,17,S,sg n,mäsu
mäsu,17,S,sg g,mäsu
mäsu,17,S,sg p,mäsu
möga,17,S,sg n,möga
möga,17,S,sg g,möga
möga,17,S,sg p,möga
möla,17,S,sg n,möla
möla,17,S,sg g,möla
möla,17,S,sg p,möla
müha,17,S,sg n,müha
müha,17,S,sg g,müha
müha,17,S,sg p,müha
müra,17,S,sg n,müra
müra,17,S,sg g,müra
müra,17,S,sg p,müra
naba,17,S,sg n,naba
naba,17,S,sg g,naba
naba,17,S,sg p,naba
nadi,17,S,sg n,nadi
nadi,17,S,sg g,nadi
nadi,17,S,sg p,nadi
naga,17,S,sg n,naga
naga,17,S,sg g,naga
naga,17,S,sg p,naga
nagi,17,S,sg n,nagi
nagi,17,S,sg g,nagi
nagi,17,S,sg p,nagi
nari,17,S,sg n,nari
nari,17,S,sg g,nari
nari,17,S,sg p,nari
nibu,17,S,sg n,nibu
nibu,17,S,sg g,nibu
nibu,17,S,sg p,nibu
nina,17,S,sg n,nina
nina,17,S,sg g,nina
nina,17,S,sg p,nina
niru,17,A,sg n,niru
niru,17,A,sg g,niru
niru,17,A,sg p,niru
nisa,17,S,sg n,nisa
nisa,17,S,sg g,nisa
nisa,17,S,sg p,nisa
nisu,17,S,sg n,nisu
nisu,17,S,sg g,nisu
nisu,17,S,sg p,nisu
nodi,17,S,sg n,nodi
nodi,17,S,sg g,nodi
nodi,17,S,sg p,nodi
nohu,17,S,sg n,nohu
nohu,17,S,sg g,nohu
nohu,17,S,sg p,nohu
nosu,17,S,sg n,nosu
nosu,17,S,sg g,nosu
nosu,17,S,sg p,nosu
nudi,17,A,sg n,nudi
nudi,17,A,sg g,nudi
nudi,17,A,sg p,nudi
nõu,17,S,sg n,nõu
nõu,17,S,sg g,nõu
nõu,17,S,sg p,nõu
nõva,17,S,sg n,nõva
nõva,17,S,sg g,nõva
nõva,17,S,sg p,nõva
näru,17,S,sg n,näru
näru,17,S,sg g,näru
näru,17,S,sg p,näru
näsa,17,S,sg n,näsa
näsa,17,S,sg g,näsa
näsa,17,S,sg p,näsa
nüri,17,A,sg n,nüri
nüri,17,A,sg g,nüri
nüri,17,A,sg p,nüri
oda,17,S,sg n,oda
oda,17,S,sg g,oda
oda,17,S,sg p,oda
oga,17,S,sg n,oga
oga,17,S,sg g,oga
oga,17,S,sg p,oga
oja,17,S,sg n,oja
oja,17,S,sg g,oja
oja,17,S,sg p,oja
oleskelu,17,S,sg n,oleskelu
oleskelu,17,S,sg g,oleskelu
oleskelu,17,S,sg p,oleskelu
olu,17,S,sg n,olu
olu,17,S,sg g,olu
olu,17,S,sg p,olu
onu,17,S,sg n,onu
onu,17,S,sg g,onu
onu,17,S,sg p,onu
ora,17,S,sg n,ora
ora,17,S,sg g,ora
ora,17,S,sg p,ora
osa,17,S,sg n,osa
osa,17,S,sg g,osa
osa,17,S,sg p,osa
otsiskelu,17,S,sg n,otsiskelu
otsiskelu,17,S,sg g,otsiskelu
otsiskelu,17,S,sg p,otsiskelu
padu,17,S,sg n,padu
padu,17,S,sg g,padu
padu,17,S,sg p,padu
pagi,17,S,sg n,pagi
pagi,17,S,sg g,pagi
pagi,17,S,sg p,pagi
paha,17,S,sg n,paha
paha,17,S,sg g,paha
paha,17,S,sg p,paha
paja,17,S,sg n,paja
paja,17,S,sg g,paja
paja,17,S,sg p,paja
paju,17,S,sg n,paju
paju,17,S,sg g,paju
paju,17,S,sg p,paju
pala,17,S,sg n,pala
pala,17,S,sg g,pala
pala,17,S,sg p,pala
pali,17,S,sg n,pali
pali,17,S,sg g,pali
pali,17,S,sg p,pali
palu,17,S,sg n,palu
palu,17,S,sg g,palu
palu,17,S,sg p,palu
pari,17,S,sg n,pari
pari,17,S,sg g,pari
pari,17,S,sg p,pari
peli,17,S,sg n,peli
peli,17,S,sg g,peli
peli,17,S,sg p,peli
peni,17,S,sg n,peni
peni,17,S,sg g,peni
peni,17,S,sg p,peni
peru,17,S,sg n,peru
peru,17,S,sg g,peru
peru,17,S,sg p,peru
pesa,17,S,sg n,pesa
pesa,17,S,sg g,pesa
pesa,17,S,sg p,pesa
pesu,17,S,sg n,pesu
pesu,17,S,sg g,pesu
pesu,17,S,sg p,pesu
pigi,17,S,sg n,pigi
pigi,17,S,sg g,pigi
pigi,17,S,sg p,pigi
pihu,17,S,sg n,pihu
pihu,17,S,sg g,pihu
pihu,17,S,sg p,pihu
pila,17,S,sg n,pila
pila,17,S,sg g,pila
pila,17,S,sg p,pila
pilu,17,S,sg n,pilu
pilu,17,S,sg g,pilu
pilu,17,S,sg p,pilu
pinu,17,S,sg n,pinu
pinu,17,S,sg g,pinu
pinu,17,S,sg p,pinu
plagu,17,S,sg n,plagu
plagu,17,S,sg g,plagu
plagu,17,S,sg p,plagu
pläga,17,S,sg n,pläga
pläga,17,S,sg g,pläga
pläga,17,S,sg p,pläga
pläma,17,S,sg n,pläma
pläma,17,S,sg g,pläma
pläma,17,S,sg p,pläma
plära,17,S,sg n,plära
plära,17,S,sg g,plära
plära,17,S,sg p,plära
pläru,17,S,sg n,pläru
pläru,17,S,sg g,pläru
pläru,17,S,sg p,pläru
plöga,17,S,sg n,plöga
plöga,17,S,sg g,plöga
plöga,17,S,sg p,plöga
poja,17,S,sg n,poja
poja,17,S,sg g,poja
poja,17,S,sg p,poja
poju,17,S,sg n,poju
poju,17,S,sg g,poju
poju,17,S,sg p,poju
pomo,17,S,sg n,pomo
pomo,17,S,sg g,pomo
pomo,17,S,sg p,pomo
poni,17,S,sg n,poni
poni,17,S,sg g,poni
poni,17,S,sg p,poni
pori,17,S,sg n,pori
pori,17,S,sg g,pori
pori,17,S,sg p,pori
posu,17,S,sg n,posu
posu,17,S,sg g,posu
posu,17,S,sg p,posu
prügi,17,S,sg n,prügi
prügi,17,S,sg g,prügi
prügi,17,S,sg p,prügi
pubi,17,S,sg n,pubi
pubi,17,S,sg g,pubi
pubi,17,S,sg p,pubi
pudi,17,S,sg n,pudi
pudi,17,S,sg g,pudi
pudi,17,S,sg p,pudi
pudu,17,S,sg n,pudu
pudu,17,S,sg g,pudu
pudu,17,S,sg p,pudu
pugi,17,S,sg n,pugi
pugi,17,S,sg g,pugi
pugi,17,S,sg p,pugi
pugu,17,S,sg n,pugu
pugu,17,S,sg g,pugu
pugu,17,S,sg p,pugu
puju,17,S,sg n,puju
puju,17,S,sg g,puju
puju,17,S,sg p,puju
pula,17,S,sg n,pula
pula,17,S,sg g,pula
pula,17,S,sg p,pula
puna,17,S,sg n,puna
puna,17,S,sg g,puna
puna,17,S,sg p,puna
punu,17,S,sg n,punu
punu,17,S,sg g,punu
punu,17,S,sg p,punu
pura,17,S,sg n,pura
pura,17,S,sg g,pura
pura,17,S,sg p,pura
pusa,17,S,sg n,pusa
pusa,17,S,sg g,pusa
pusa,17,S,sg p,pusa
põra,17,S,sg n,põra
põra,17,S,sg g,põra
põra,17,S,sg p,põra
pära,17,S,sg n,pära
pära,17,S,sg g,pära
pära,17,S,sg p,pära
püha,17,S,sg n,püha
püha,17,S,sg g,püha
püha,17,S,sg p,püha
püsi,17,S,sg n,püsi
püsi,17,S,sg g,püsi
püsi,17,S,sg p,püsi
püvi,17,S,sg n,püvi
püvi,17,S,sg g,püvi
püvi,17,S,sg p,püvi
raba,17,S,sg n,raba
raba,17,S,sg g,raba
raba,17,S,sg p,raba
rabi,17,S,sg n,rabi
rabi,17,S,sg g,rabi
rabi,17,S,sg p,rabi
raha,17,S,sg n,raha
raha,17,S,sg g,raha
raha,17,S,sg p,raha
rahu,17,S,sg n,rahu
rahu,17,S,sg g,rahu
rahu,17,S,sg p,rahu
raja,17,S,sg n,raja
raja,17,S,sg g,raja
raja,17,S,sg p,raja
raju,17,S,sg n,raju
raju,17,S,sg g,raju
raju,17,S,sg p,raju
rasu,17,S,sg n,rasu
rasu,17,S,sg g,rasu
rasu,17,S,sg p,rasu
ravi,17,S,sg n,ravi
ravi,17,S,sg g,ravi
ravi,17,S,sg p,ravi
reba,17,S,sg n,reba
reba,17,S,sg g,reba
reba,17,S,sg p,reba
rebu,17,S,sg n,rebu
rebu,17,S,sg g,rebu
rebu,17,S,sg p,rebu
redu,17,S,sg n,redu
redu,17,S,sg g,redu
redu,17,S,sg p,redu
reha,17,S,sg n,reha
reha,17,S,sg g,reha
reha,17,S,sg p,reha
riba,17,S,sg n,riba
riba,17,S,sg g,riba
riba,17,S,sg p,riba
ribi,17,S,sg n,ribi
ribi,17,S,sg g,ribi
ribi,17,S,sg p,ribi
ribu,17,S,sg n,ribu
ribu,17,S,sg g,ribu
ribu,17,S,sg p,ribu
risu,17,S,sg n,risu
risu,17,S,sg g,risu
risu,17,S,sg p,risu
rivi,17,S,sg n,rivi
rivi,17,S,sg g,rivi
rivi,17,S,sg p,rivi
rodo,17,S,sg n,rodo
rodo,17,S,sg g,rodo
rodo,17,S,sg p,rodo
rodu,17,S,sg n,rodu
rodu,17,S,sg g,rodu
rodu,17,S,sg p,rodu
roju,17,S,sg n,roju
roju,17,S,sg g,roju
roju,17,S,sg p,roju
romu,17,S,sg n,romu
romu,17,S,sg g,romu
romu,17,S,sg p,romu
roni,17,S,sg n,roni
roni,17,S,sg g,roni
roni,17,S,sg p,roni
runo,17,S,sg n,runo
runo,17,S,sg g,runo
runo,17,S,sg p,runo
rusu,17,S,sg n,rusu
rusu,17,S,sg g,rusu
rusu,17,S,sg p,rusu
rõdu,17,S,sg n,rõdu
rõdu,17,S,sg g,rõdu
rõdu,17,S,sg p,rõdu
räbu,17,S,sg n,räbu
räbu,17,S,sg g,räbu
räbu,17,S,sg p,räbu
räga,17,S,sg n,räga
räga,17,S,sg g,räga
räga,17,S,sg p,räga
rägu,17,S,sg n,rägu
rägu,17,S,sg g,rägu
rägu,17,S,sg p,rägu
räni,17,S,sg n,räni
räni,17,S,sg g,räni
räni,17,S,sg p,räni
röga,17,S,sg n,röga
röga,17,S,sg g,röga
röga,17,S,sg p,röga
rüma,17,S,sg n,rüma
rüma,17,S,sg g,rüma
rüma,17,S,sg p,rüma
rüsa,17,S,sg n,rüsa
rüsa,17,S,sg g,rüsa
rüsa,17,S,sg p,rüsa
rüsi,17,S,sg n,rüsi
rüsi,17,S,sg g,rüsi
rüsi,17,S,sg p,rüsi
saba,17,S,sg n,saba
saba,17,S,sg g,saba
saba,17,S,sg p,saba
salu,17,S,sg n,salu
salu,17,S,sg g,salu
salu,17,S,sg p,salu
sama,17,P,sg n,sama
sama,17,P,sg g,sama
sama,17,P,sg p,sama
